store,name,address,lat,lng
dunnes_stores,Cork - Blackpool,"Dunnes Stores, Commons Road, Blackpool, Cork, Co. Cork, T23 XEP2",51.9136912,-8.4723851
dunnes_stores,Cork - Douglas Court,"Dunnes Stores, Douglas Court Shopping Centre, Cork, Co. Cork, T12 E86C",51.8787792,-8.4312275
dunnes_stores,Cork - Merchants Quay,"Dunnes Stores, Unit S2 Merchants Quay SC , 1-5 St. Patrick Street, Cork, Co. Cork, T12 X7X2",51.899806,-8.4687082
dunnes_stores,Cork - Patrick St,"Dunnes Stores, 105-107 Patrick Street, Cork, Co. Cork, T12 P718",51.8989193,-8.4716107
dunnes_stores,Carrigaline,"Dunnes Stores, Strand Road, Carrigaline, Co. Cork, P43 X519",51.8119276,-8.391667199999999
dunnes_stores,Cork - Bishopstown SC,"Dunnes Stores, Curraheen Road, Bishopstown, Cork, Co. Cork, T12 X0TN",51.88034649999999,-8.5210709
dunnes_stores,Cork - Bandon Road,"Dunnes Stores, Bishopstown Court, Ardrostig, Bishopstown, Co. Cork, T12 YA89",51.8736635,-8.5205275
dunnes_stores,Ballincollig,"Dunnes Stores, Main Street, Ballincollig, Co. Cork, P31 YA47",51.8889613,-8.5929972
dunnes_stores,Macroom,"Dunnes Stores, Fair Green, Macroom, Co. Cork, P12 A092",51.90544089999999,-8.9535508
dunnes_stores,Tralee - Horan,"Dunnes Stores, The Horan Centre, Boherbee, Tralee, Co. Kerry, V92 Y642",52.270146,-9.691108999999999
dunnes_stores,Tralee - NCR,"Dunnes Stores, North Circular Road, Tralee, Co. Kerry, V92 D656",52.2721274,-9.7023529
dunnes_stores,Killarney,"Dunnes Stores, New Street, Killarney, Co. Kerry, V93 WN77",52.0587408,-9.5129846
dunnes_stores,Clonakilty,"Dunnes Stores, Western Road, Clonakilty, Co. Cork, P85 FK70",51.62100539999999,-8.9048836
dunnes_stores,El Ingenio,"Dunnes Stores, Avenida Juan Carlos I S/N, Centro Comercial el Ingenio, Velez Malaga, Andalucia, C.P. 29700",36.7550795,-4.100448399999999
dunnes_stores,Larios,"Dunnes Stores, Avenida La Aurora S/N, Centro Comercial Larios, Malaga, Andalucia, C.P. 29002",36.7160104,-4.431387099999999
dunnes_stores,Las Rampas,"Dunnes Stores, Avenida Jacinto Benavente S/N, Centro Comercial, , Las Rampas, Fuengirola, Andalucia, C.P. 29640",36.5421095,-4.6238731
dunnes_stores,Mijas Costa,"Dunnes Stores, Avda Carmen Saez de Tejada S/N, 29651 Mijas Costa, Malaga, Andalucia, C.P. 29651",36.533554,-4.6332798
